notification_date,age_group,confirmed_by_pcr,confirmed_cases_count
2021-08-08,AgeGroup_65-69,N/A,8
2021-08-08,AgeGroup_70+,N/A,14
2021-08-09,AgeGroup_0-19,N/A,122
2021-08-09,AgeGroup_20-24,N/A,55
2021-08-09,AgeGroup_25-29,N/A,27
2021-08-09,AgeGroup_30-34,N/A,36
2021-08-09,AgeGroup_35-39,N/A,18
2021-08-09,AgeGroup_40-44,N/A,32
2021-08-09,AgeGroup_45-49,N/A,21
2021-08-09,AgeGroup_50-54,N/A,17
2021-08-09,AgeGroup_55-59,N/A,16
2021-08-09,AgeGroup_60-64,N/A,7
2021-08-09,AgeGroup_65-69,N/A,3
2021-08-09,AgeGroup_70+,N/A,12
2021-08-10,AgeGroup_0-19,N/A,123
2021-08-10,AgeGroup_20-24,N/A,30
2021-08-10,AgeGroup_25-29,N/A,28
2021-08-10,AgeGroup_30-34,N/A,33
2021-08-10,AgeGroup_35-39,N/A,32
2021-08-10,AgeGroup_40-44,N/A,22
2021-08-10,AgeGroup_45-49,N/A,15
2021-08-10,AgeGroup_50-54,N/A,11
2021-08-10,AgeGroup_55-59,N/A,21
2021-08-10,AgeGroup_60-64,N/A,4
2021-08-10,AgeGroup_65-69,N/A,5
2021-08-10,AgeGroup_70+,N/A,14
2021-08-11,AgeGroup_0-19,N/A,115
2021-08-11,AgeGroup_20-24,N/A,39
2021-08-11,AgeGroup_25-29,N/A,39
2021-08-11,AgeGroup_30-34,N/A,37
2021-08-11,AgeGroup_35-39,N/A,17
2021-08-11,AgeGroup_40-44,N/A,21
2021-08-11,AgeGroup_45-49,N/A,23
2021-08-11,AgeGroup_50-54,N/A,25
2021-08-11,AgeGroup_55-59,N/A,16
2021-08-11,AgeGroup_60-64,N/A,10
2021-08-11,AgeGroup_65-69,N/A,10
2021-08-11,AgeGroup_70+,N/A,19
2021-08-12,AgeGroup_0-19,N/A,137
2021-08-12,AgeGroup_20-24,N/A,50
2021-08-12,AgeGroup_25-29,N/A,34
2021-08-12,AgeGroup_30-34,N/A,29
2021-08-12,AgeGroup_35-39,N/A,33
2021-08-12,AgeGroup_40-44,N/A,25
2021-08-12,AgeGroup_45-49,N/A,18
2021-08-12,AgeGroup_50-54,N/A,25
2021-08-12,AgeGroup_55-59,N/A,19
2021-08-12,AgeGroup_60-64,N/A,7
2021-08-12,AgeGroup_65-69,N/A,8
2021-08-12,AgeGroup_70+,N/A,13
2021-08-13,AgeGroup_0-19,N/A,149
2021-08-13,AgeGroup_20-24,N/A,62
2021-08-13,AgeGroup_25-29,N/A,52
2021-08-13,AgeGroup_30-34,N/A,36
2021-08-13,AgeGroup_35-39,N/A,32
2021-08-13,AgeGroup_40-44,N/A,28
2021-08-13,AgeGroup_45-49,N/A,15
2021-08-13,AgeGroup_50-54,N/A,28
2021-08-13,AgeGroup_55-59,N/A,14
2021-08-13,AgeGroup_60-64,N/A,15
2021-08-13,AgeGroup_65-69,N/A,8
2021-08-13,AgeGroup_70+,N/A,14
2021-08-14,AgeGroup_0-19,N/A,124
2021-08-14,AgeGroup_20-24,N/A,34
2021-08-14,AgeGroup_25-29,N/A,30
2021-08-14,AgeGroup_30-34,N/A,19
2021-08-14,AgeGroup_35-39,N/A,19
2021-08-14,AgeGroup_40-44,N/A,21
2021-08-14,AgeGroup_45-49,N/A,20
2021-08-14,AgeGroup_50-54,N/A,11
2021-08-14,AgeGroup_55-59,N/A,13
2021-08-14,AgeGroup_60-64,N/A,10
2021-08-14,AgeGroup_65-69,N/A,8
2021-08-14,AgeGroup_70+,N/A,16
2021-08-15,AgeGroup_0-19,N/A,164
2021-08-15,AgeGroup_20-24,N/A,64
2021-08-15,AgeGroup_25-29,N/A,54
2021-08-15,AgeGroup_30-34,N/A,43
2021-08-15,AgeGroup_35-39,N/A,38
2021-08-15,AgeGroup_40-44,N/A,31
2021-08-15,AgeGroup_45-49,N/A,23
2021-08-15,AgeGroup_50-54,N/A,23
2021-08-15,AgeGroup_55-59,N/A,26
2021-08-15,AgeGroup_60-64,N/A,12
2021-08-15,AgeGroup_65-69,N/A,8
2021-08-15,AgeGroup_70+,N/A,18
2021-08-16,AgeGroup_0-19,N/A,177
2021-08-16,AgeGroup_20-24,N/A,71
2021-08-16,AgeGroup_25-29,N/A,65
2021-08-16,AgeGroup_30-34,N/A,56
2021-08-16,AgeGroup_35-39,N/A,41
2021-08-16,AgeGroup_40-44,N/A,33
2021-08-16,AgeGroup_45-49,N/A,38
2021-08-16,AgeGroup_50-54,N/A,30
2021-08-16,AgeGroup_55-59,N/A,19
2021-08-16,AgeGroup_60-64,N/A,16
2021-08-16,AgeGroup_65-69,N/A,16
2021-08-16,AgeGroup_70+,N/A,14
2021-08-17,AgeGroup_0-19,N/A,139
2021-08-17,AgeGroup_20-24,N/A,89
2021-08-17,AgeGroup_25-29,N/A,57
2021-08-17,AgeGroup_30-34,N/A,55
2021-08-17,AgeGroup_35-39,N/A,32
2021-08-17,AgeGroup_40-44,N/A,32
2021-08-17,AgeGroup_45-49,N/A,39
2021-08-17,AgeGroup_50-54,N/A,28
2021-08-17,AgeGroup_55-59,N/A,32
2021-08-17,AgeGroup_60-64,N/A,18
2021-08-17,AgeGroup_65-69,N/A,7
2021-08-17,AgeGroup_70+,N/A,18
2021-08-18,AgeGroup_0-19,N/A,213
2021-08-18,AgeGroup_20-24,N/A,64
2021-08-18,AgeGroup_25-29,N/A,78
2021-08-18,AgeGroup_30-34,N/A,56
2021-08-18,AgeGroup_35-39,N/A,50
2021-08-18,AgeGroup_40-44,N/A,41
2021-08-18,AgeGroup_45-49,N/A,44
2021-08-18,AgeGroup_50-54,N/A,32
2021-08-18,AgeGroup_55-59,N/A,29
2021-08-18,AgeGroup_60-64,N/A,9
2021-08-18,AgeGroup_65-69,N/A,3
2021-08-18,AgeGroup_70+,N/A,15
2021-08-19,AgeGroup_0-19,N/A,215
2021-08-19,AgeGroup_20-24,N/A,104
2021-08-19,AgeGroup_25-29,N/A,104
2021-08-19,AgeGroup_30-34,N/A,68
2021-08-19,AgeGroup_35-39,N/A,72
2021-08-19,AgeGroup_40-44,N/A,44
2021-08-19,AgeGroup_45-49,N/A,34
2021-08-19,AgeGroup_50-54,N/A,37
2021-08-19,AgeGroup_55-59,N/A,22
2021-08-19,AgeGroup_60-64,N/A,23
2021-08-19,AgeGroup_65-69,N/A,14
2021-08-19,AgeGroup_70+,N/A,21
2021-08-20,AgeGroup_0-19,N/A,228
2021-08-20,AgeGroup_20-24,N/A,96
2021-08-20,AgeGroup_25-29,N/A,90
2021-08-20,AgeGroup_30-34,N/A,67
2021-08-20,AgeGroup_35-39,N/A,67
2021-08-20,AgeGroup_40-44,N/A,41
2021-08-20,AgeGroup_45-49,N/A,50
2021-08-20,AgeGroup_50-54,N/A,40
2021-08-20,AgeGroup_55-59,N/A,31
2021-08-20,AgeGroup_60-64,N/A,18
2021-08-20,AgeGroup_65-69,N/A,6
2021-08-20,AgeGroup_70+,N/A,31
2021-08-21,AgeGroup_0-19,N/A,255
2021-08-21,AgeGroup_20-24,N/A,96
2021-08-21,AgeGroup_25-29,N/A,99
2021-08-21,AgeGroup_30-34,N/A,82
2021-08-21,AgeGroup_35-39,N/A,69
2021-08-21,AgeGroup_40-44,N/A,52
2021-08-21,AgeGroup_45-49,N/A,42
2021-08-21,AgeGroup_50-54,N/A,37
2021-08-21,AgeGroup_55-59,N/A,32
2021-08-21,AgeGroup_60-64,N/A,20
2021-08-21,AgeGroup_65-69,N/A,12
2021-08-21,AgeGroup_70+,N/A,17
2021-08-22,AgeGroup_0-19,N/A,232
2021-08-22,AgeGroup_20-24,N/A,92
2021-08-22,AgeGroup_25-29,N/A,81
2021-08-22,AgeGroup_30-34,N/A,79
2021-08-22,AgeGroup_35-39,N/A,53
2021-08-22,AgeGroup_40-44,N/A,43
2021-08-22,AgeGroup_45-49,N/A,54
2021-08-22,AgeGroup_50-54,N/A,25
2021-08-22,AgeGroup_55-59,N/A,25
2021-08-22,AgeGroup_60-64,N/A,17
2021-08-22,AgeGroup_65-69,N/A,13
2021-08-22,AgeGroup_70+,N/A,21
2021-08-23,AgeGroup_0-19,N/A,285
2021-08-23,AgeGroup_20-24,N/A,81
2021-08-23,AgeGroup_25-29,N/A,104
2021-08-23,AgeGroup_30-34,N/A,80
2021-08-23,AgeGroup_35-39,N/A,75
2021-08-23,AgeGroup_40-44,N/A,38
2021-08-23,AgeGroup_45-49,N/A,35
2021-08-23,AgeGroup_50-54,N/A,41
2021-08-23,AgeGroup_55-59,N/A,31
2021-08-23,AgeGroup_60-64,N/A,25
2021-08-23,AgeGroup_65-69,N/A,12
2021-08-23,AgeGroup_70+,N/A,19
2021-08-24,AgeGroup_0-19,N/A,259
2021-08-24,AgeGroup_20-24,N/A,114
2021-08-24,AgeGroup_25-29,N/A,103
2021-08-24,AgeGroup_30-34,N/A,76
2021-08-24,AgeGroup_35-39,N/A,79
2021-08-24,AgeGroup_40-44,N/A,60
2021-08-24,AgeGroup_45-49,N/A,63
2021-08-24,AgeGroup_50-54,N/A,42
2021-08-24,AgeGroup_55-59,N/A,36
2021-08-24,AgeGroup_60-64,N/A,27
2021-08-24,AgeGroup_65-69,N/A,19
2021-08-24,AgeGroup_70+,N/A,29
2021-08-25,AgeGroup_0-19,N/A,284
2021-08-25,AgeGroup_20-24,N/A,135
2021-08-25,AgeGroup_25-29,N/A,108
2021-08-25,AgeGroup_30-34,N/A,88
2021-08-25,AgeGroup_35-39,N/A,78
2021-08-25,AgeGroup_40-44,N/A,65
2021-08-25,AgeGroup_45-49,N/A,45
2021-08-25,AgeGroup_50-54,N/A,59
2021-08-25,AgeGroup_55-59,N/A,28
2021-08-25,AgeGroup_60-64,N/A,21
2021-08-25,AgeGroup_65-69,N/A,22
2021-08-25,AgeGroup_70+,N/A,24
2021-08-26,AgeGroup_0-19,N/A,286
2021-08-26,AgeGroup_20-24,N/A,112
2021-08-26,AgeGroup_25-29,N/A,124
2021-08-26,AgeGroup_30-34,N/A,78
2021-08-26,AgeGroup_35-39,N/A,83
2021-08-26,AgeGroup_40-44,N/A,61
2021-08-26,AgeGroup_45-49,N/A,54
2021-08-26,AgeGroup_50-54,N/A,42
2021-08-26,AgeGroup_55-59,N/A,36
2021-08-26,AgeGroup_60-64,N/A,17
2021-08-26,AgeGroup_65-69,N/A,21
2021-08-26,AgeGroup_70+,N/A,26
2021-08-27,AgeGroup_0-19,N/A,336
2021-08-27,AgeGroup_20-24,N/A,143
2021-08-27,AgeGroup_25-29,N/A,134
2021-08-27,AgeGroup_30-34,N/A,95
2021-08-27,AgeGroup_35-39,N/A,88
2021-08-27,AgeGroup_40-44,N/A,74
2021-08-27,AgeGroup_45-49,N/A,46
2021-08-27,AgeGroup_50-54,N/A,66
2021-08-27,AgeGroup_55-59,N/A,46
2021-08-27,AgeGroup_60-64,N/A,33
2021-08-27,AgeGroup_65-69,N/A,19
2021-08-27,AgeGroup_70+,N/A,41
2021-08-28,AgeGroup_0-19,N/A,354
2021-08-28,AgeGroup_20-24,N/A,136
2021-08-28,AgeGroup_25-29,N/A,113
2021-08-28,AgeGroup_30-34,N/A,109
2021-08-28,AgeGroup_35-39,N/A,95
2021-08-28,AgeGroup_40-44,N/A,75
2021-08-28,AgeGroup_45-49,N/A,45
2021-08-28,AgeGroup_50-54,N/A,66
2021-08-28,AgeGroup_55-59,N/A,39
2021-08-28,AgeGroup_60-64,N/A,26
2021-08-28,AgeGroup_65-69,N/A,20
2021-08-28,AgeGroup_70+,N/A,26
2021-08-29,AgeGroup_0-19,N/A,365
2021-08-29,AgeGroup_20-24,N/A,115
2021-08-29,AgeGroup_25-29,N/A,141
2021-08-29,AgeGroup_30-34,N/A,110
2021-08-29,AgeGroup_35-39,N/A,101
2021-08-29,AgeGroup_40-44,N/A,77
2021-08-29,AgeGroup_45-49,N/A,74
2021-08-29,AgeGroup_50-54,N/A,70
2021-08-29,AgeGroup_55-59,N/A,50
2021-08-29,AgeGroup_60-64,N/A,29
2021-08-29,AgeGroup_65-69,N/A,15
2021-08-29,AgeGroup_70+,N/A,45
2021-08-30,AgeGroup_0-19,N/A,318
2021-08-30,AgeGroup_20-24,N/A,120
2021-08-30,AgeGroup_25-29,N/A,129
2021-08-30,AgeGroup_30-34,N/A,103
2021-08-30,AgeGroup_35-39,N/A,91
2021-08-30,AgeGroup_40-44,N/A,74
2021-08-30,AgeGroup_45-49,N/A,64
2021-08-30,AgeGroup_50-54,N/A,57
2021-08-30,AgeGroup_55-59,N/A,29
2021-08-30,AgeGroup_60-64,N/A,28
2021-08-30,AgeGroup_65-69,N/A,28
2021-08-30,AgeGroup_70+,N/A,35
2021-08-31,AgeGroup_0-19,N/A,356
2021-08-31,AgeGroup_20-24,N/A,151
2021-08-31,AgeGroup_25-29,N/A,121
2021-08-31,AgeGroup_30-34,N/A,108
2021-08-31,AgeGroup_35-39,N/A,105
2021-08-31,AgeGroup_40-44,N/A,81
2021-08-31,AgeGroup_45-49,N/A,78
2021-08-31,AgeGroup_50-54,N/A,46
2021-08-31,AgeGroup_55-59,N/A,58
2021-08-31,AgeGroup_60-64,N/A,33
2021-08-31,AgeGroup_65-69,N/A,25
2021-08-31,AgeGroup_70+,N/A,43
2021-09-01,AgeGroup_0-19,N/A,360
2021-09-01,AgeGroup_20-24,N/A,150
2021-09-01,AgeGroup_25-29,N/A,135
2021-09-01,AgeGroup_30-34,N/A,133
2021-09-01,AgeGroup_35-39,N/A,121
2021-09-01,AgeGroup_40-44,N/A,96
2021-09-01,AgeGroup_45-49,N/A,94
2021-09-01,AgeGroup_50-54,N/A,59
2021-09-01,AgeGroup_55-59,N/A,50
2021-09-01,AgeGroup_60-64,N/A,38
2021-09-01,AgeGroup_65-69,N/A,31
2021-09-01,AgeGroup_70+,N/A,56
2021-09-02,AgeGroup_0-19,N/A,420
2021-09-02,AgeGroup_20-24,N/A,162
2021-09-02,AgeGroup_25-29,N/A,153
2021-09-02,AgeGroup_30-34,N/A,107
2021-09-02,AgeGroup_35-39,N/A,109
2021-09-02,AgeGroup_40-44,N/A,101
2021-09-02,AgeGroup_45-49,N/A,71
2021-09-02,AgeGroup_50-54,N/A,68
2021-09-02,AgeGroup_55-59,N/A,59
2021-09-02,AgeGroup_60-64,N/A,31
2021-09-02,AgeGroup_65-69,N/A,20
2021-09-02,AgeGroup_70+,N/A,60
2021-09-03,AgeGroup_0-19,N/A,423
2021-09-03,AgeGroup_20-24,N/A,155
2021-09-03,AgeGroup_25-29,N/A,163
2021-09-03,AgeGroup_30-34,N/A,159
2021-09-03,AgeGroup_35-39,N/A,118
2021-09-03,AgeGroup_40-44,N/A,92
2021-09-03,AgeGroup_45-49,N/A,94
2021-09-03,AgeGroup_50-54,N/A,99
2021-09-03,AgeGroup_55-59,N/A,48
2021-09-03,AgeGroup_60-64,N/A,67
2021-09-03,AgeGroup_65-69,N/A,31
2021-09-03,AgeGroup_70+,N/A,62
2021-09-04,AgeGroup_0-19,N/A,335
2021-09-04,AgeGroup_20-24,N/A,133
2021-09-04,AgeGroup_25-29,N/A,131
2021-09-04,AgeGroup_30-34,N/A,112
2021-09-04,AgeGroup_35-39,N/A,100
2021-09-04,AgeGroup_40-44,N/A,77
2021-09-04,AgeGroup_45-49,N/A,71
2021-09-04,AgeGroup_50-54,N/A,57
2021-09-04,AgeGroup_55-59,N/A,51
2021-09-04,AgeGroup_60-64,N/A,52
2021-09-04,AgeGroup_65-69,N/A,43
2021-09-04,AgeGroup_70+,N/A,47
2021-09-05,AgeGroup_0-19,N/A,332
2021-09-05,AgeGroup_20-24,N/A,121
2021-09-05,AgeGroup_25-29,N/A,127
2021-09-05,AgeGroup_30-34,N/A,115
2021-09-05,AgeGroup_35-39,N/A,118
2021-09-05,AgeGroup_40-44,N/A,84
2021-09-05,AgeGroup_45-49,N/A,76
2021-09-05,AgeGroup_50-54,N/A,58
2021-09-05,AgeGroup_55-59,N/A,47
2021-09-05,AgeGroup_60-64,N/A,36
2021-09-05,AgeGroup_65-69,N/A,16
2021-09-05,AgeGroup_70+,N/A,44
2021-09-06,AgeGroup_0-19,N/A,375
2021-09-06,AgeGroup_20-24,N/A,119
2021-09-06,AgeGroup_25-29,N/A,144
2021-09-06,AgeGroup_30-34,N/A,117
2021-09-06,AgeGroup_35-39,N/A,93
2021-09-06,AgeGroup_40-44,N/A,91
2021-09-06,AgeGroup_45-49,N/A,71
2021-09-06,AgeGroup_50-54,N/A,72
2021-09-06,AgeGroup_55-59,N/A,53
2021-09-06,AgeGroup_60-64,N/A,50
2021-09-06,AgeGroup_65-69,N/A,24
2021-09-06,AgeGroup_70+,N/A,57
2021-09-07,AgeGroup_0-19,N/A,394
2021-09-07,AgeGroup_20-24,N/A,124
2021-09-07,AgeGroup_25-29,N/A,155
2021-09-07,AgeGroup_30-34,N/A,123
2021-09-07,AgeGroup_35-39,N/A,124
2021-09-07,AgeGroup_40-44,N/A,112
2021-09-07,AgeGroup_45-49,N/A,84
2021-09-07,AgeGroup_50-54,N/A,83
2021-09-07,AgeGroup_55-59,N/A,56
2021-09-07,AgeGroup_60-64,N/A,50
2021-09-07,AgeGroup_65-69,N/A,29
2021-09-07,AgeGroup_70+,N/A,60
2021-09-08,AgeGroup_0-19,N/A,420
2021-09-08,AgeGroup_20-24,N/A,134
2021-09-08,AgeGroup_25-29,N/A,166
2021-09-08,AgeGroup_30-34,N/A,128
2021-09-08,AgeGroup_35-39,N/A,120
2021-09-08,AgeGroup_40-44,N/A,122
2021-09-08,AgeGroup_45-49,N/A,88
2021-09-08,AgeGroup_50-54,N/A,60
2021-09-08,AgeGroup_55-59,N/A,43
2021-09-08,AgeGroup_60-64,N/A,58
2021-09-08,AgeGroup_65-69,N/A,31
2021-09-08,AgeGroup_70+,N/A,55
2021-09-09,AgeGroup_0-19,N/A,422
2021-09-09,AgeGroup_20-24,N/A,154
2021-09-09,AgeGroup_25-29,N/A,164
2021-09-09,AgeGroup_30-34,N/A,154
2021-09-09,AgeGroup_35-39,N/A,126
2021-09-09,AgeGroup_40-44,N/A,118
2021-09-09,AgeGroup_45-49,N/A,97
2021-09-09,AgeGroup_50-54,N/A,67
2021-09-09,AgeGroup_55-59,N/A,63
2021-09-09,AgeGroup_60-64,N/A,49
2021-09-09,AgeGroup_65-69,N/A,36
2021-09-09,AgeGroup_70+,N/A,62
2021-09-10,AgeGroup_0-19,N/A,436
2021-09-10,AgeGroup_20-24,N/A,124
2021-09-10,AgeGroup_25-29,N/A,145
2021-09-10,AgeGroup_30-34,N/A,119
2021-09-10,AgeGroup_35-39,N/A,119
2021-09-10,AgeGroup_40-44,N/A,119
2021-09-10,AgeGroup_45-49,N/A,99
2021-09-10,AgeGroup_50-54,N/A,72
2021-09-10,AgeGroup_55-59,N/A,61
2021-09-10,AgeGroup_60-64,N/A,49
2021-09-10,AgeGroup_65-69,N/A,33
2021-09-10,AgeGroup_70+,N/A,71
2021-09-11,AgeGroup_0-19,N/A,374
2021-09-11,AgeGroup_20-24,N/A,122
2021-09-11,AgeGroup_25-29,N/A,124
2021-09-11,AgeGroup_30-34,N/A,111
2021-09-11,AgeGroup_35-39,N/A,104
2021-09-11,AgeGroup_40-44,N/A,76
2021-09-11,AgeGroup_45-49,N/A,94
2021-09-11,AgeGroup_50-54,N/A,58
2021-09-11,AgeGroup_55-59,N/A,56
2021-09-11,AgeGroup_60-64,N/A,39
2021-09-11,AgeGroup_65-69,N/A,27
2021-09-11,AgeGroup_70+,N/A,57
2021-09-12,AgeGroup_0-19,N/A,368
2021-09-12,AgeGroup_20-24,N/A,105
2021-09-12,AgeGroup_25-29,N/A,119
2021-09-12,AgeGroup_30-34,N/A,114
2021-09-12,AgeGroup_35-39,N/A,92
2021-09-12,AgeGroup_40-44,N/A,68
2021-09-12,AgeGroup_45-49,N/A,78
2021-09-12,AgeGroup_50-54,N/A,48
2021-09-12,AgeGroup_55-59,N/A,47
2021-09-12,AgeGroup_60-64,N/A,39
2021-09-12,AgeGroup_65-69,N/A,28
2021-09-12,AgeGroup_70+,N/A,55
2021-09-13,AgeGroup_0-19,N/A,408
2021-09-13,AgeGroup_20-24,N/A,131
2021-09-13,AgeGroup_25-29,N/A,112
2021-09-13,AgeGroup_30-34,N/A,118
2021-09-13,AgeGroup_35-39,N/A,94
2021-09-13,AgeGroup_40-44,N/A,77
2021-09-13,AgeGroup_45-49,N/A,70
2021-09-13,AgeGroup_50-54,N/A,70
2021-09-13,AgeGroup_55-59,N/A,50
2021-09-13,AgeGroup_60-64,N/A,38
2021-09-13,AgeGroup_65-69,N/A,21
2021-09-13,AgeGroup_70+,N/A,48
2021-09-14,AgeGroup_0-19,N/A,384
2021-09-14,AgeGroup_20-24,N/A,85
2021-09-14,AgeGroup_25-29,N/A,124
2021-09-14,AgeGroup_30-34,N/A,106
2021-09-14,AgeGroup_35-39,N/A,108
2021-09-14,AgeGroup_40-44,N/A,72
2021-09-14,AgeGroup_45-49,N/A,73
2021-09-14,AgeGroup_50-54,N/A,68
2021-09-14,AgeGroup_55-59,N/A,53
2021-09-14,AgeGroup_60-64,N/A,38
2021-09-14,AgeGroup_65-69,N/A,23
2021-09-14,AgeGroup_70+,N/A,53
2021-09-15,AgeGroup_0-19,N/A,414
2021-09-15,AgeGroup_20-24,N/A,109
2021-09-15,AgeGroup_25-29,N/A,121
2021-09-15,AgeGroup_30-34,N/A,127
2021-09-15,AgeGroup_35-39,N/A,120
2021-09-15,AgeGroup_40-44,N/A,76
2021-09-15,AgeGroup_45-49,N/A,89
2021-09-15,AgeGroup_50-54,N/A,67
2021-09-15,AgeGroup_55-59,N/A,58
2021-09-15,AgeGroup_60-64,N/A,37
2021-09-15,AgeGroup_65-69,N/A,30
2021-09-15,AgeGroup_70+,N/A,65
2021-09-16,AgeGroup_0-19,N/A,371
2021-09-16,AgeGroup_20-24,N/A,129
2021-09-16,AgeGroup_25-29,N/A,128
2021-09-16,AgeGroup_30-34,N/A,131
2021-09-16,AgeGroup_35-39,N/A,117
2021-09-16,AgeGroup_40-44,N/A,80
2021-09-16,AgeGroup_45-49,N/A,71
2021-09-16,AgeGroup_50-54,N/A,63
2021-09-16,AgeGroup_55-59,N/A,41
2021-09-16,AgeGroup_60-64,N/A,44
2021-09-16,AgeGroup_65-69,N/A,27
2021-09-16,AgeGroup_70+,N/A,51
2021-09-17,AgeGroup_0-19,N/A,403
2021-09-17,AgeGroup_20-24,N/A,89
2021-09-17,AgeGroup_25-29,N/A,136
2021-09-17,AgeGroup_30-34,N/A,117
2021-09-17,AgeGroup_35-39,N/A,120
2021-09-17,AgeGroup_40-44,N/A,84
2021-09-17,AgeGroup_45-49,N/A,87
2021-09-17,AgeGroup_50-54,N/A,60
2021-09-17,AgeGroup_55-59,N/A,61
2021-09-17,AgeGroup_60-64,N/A,41
2021-09-17,AgeGroup_65-69,N/A,25
2021-09-17,AgeGroup_70+,N/A,56
2021-09-18,AgeGroup_0-19,N/A,343
2021-09-18,AgeGroup_20-24,N/A,95
2021-09-18,AgeGroup_25-29,N/A,96
2021-09-18,AgeGroup_30-34,N/A,76
2021-09-18,AgeGroup_35-39,N/A,99
2021-09-18,AgeGroup_40-44,N/A,79
2021-09-18,AgeGroup_45-49,N/A,68
2021-09-18,AgeGroup_50-54,N/A,58
2021-09-18,AgeGroup_55-59,N/A,45
2021-09-18,AgeGroup_60-64,N/A,34
2021-09-18,AgeGroup_65-69,N/A,32
2021-09-18,AgeGroup_70+,N/A,44
2021-09-19,AgeGroup_0-19,N/A,283
2021-09-19,AgeGroup_20-24,N/A,79
2021-09-19,AgeGroup_25-29,N/A,80
2021-09-19,AgeGroup_30-34,N/A,81
2021-09-19,AgeGroup_35-39,N/A,80
2021-09-19,AgeGroup_40-44,N/A,56
2021-09-19,AgeGroup_45-49,N/A,61
2021-09-19,AgeGroup_50-54,N/A,46
2021-09-19,AgeGroup_55-59,N/A,41
2021-09-19,AgeGroup_60-64,N/A,28
2021-09-19,AgeGroup_65-69,N/A,20
2021-09-19,AgeGroup_70+,N/A,45
2021-09-20,AgeGroup_0-19,N/A,329
2021-09-20,AgeGroup_20-24,N/A,89
2021-09-20,AgeGroup_25-29,N/A,89
2021-09-20,AgeGroup_30-34,N/A,100
2021-09-20,AgeGroup_35-39,N/A,77
2021-09-20,AgeGroup_40-44,N/A,74
2021-09-20,AgeGroup_45-49,N/A,61
2021-09-20,AgeGroup_50-54,N/A,61
2021-09-20,AgeGroup_55-59,N/A,45
2021-09-20,AgeGroup_60-64,N/A,33
2021-09-20,AgeGroup_65-69,N/A,26
2021-09-20,AgeGroup_70+,N/A,52
2021-09-21,AgeGroup_0-19,N/A,347
2021-09-21,AgeGroup_20-24,N/A,95
2021-09-21,AgeGroup_25-29,N/A,123
2021-09-21,AgeGroup_30-34,N/A,86
2021-09-21,AgeGroup_35-39,N/A,84
2021-09-21,AgeGroup_40-44,N/A,64
2021-09-21,AgeGroup_45-49,N/A,73
2021-09-21,AgeGroup_50-54,N/A,75
2021-09-21,AgeGroup_55-59,N/A,38
2021-09-21,AgeGroup_60-64,N/A,45
2021-09-21,AgeGroup_65-69,N/A,25
2021-09-21,AgeGroup_70+,N/A,59
2021-09-22,AgeGroup_0-19,N/A,321
2021-09-22,AgeGroup_20-24,N/A,83
2021-09-22,AgeGroup_25-29,N/A,96
2021-09-22,AgeGroup_30-34,N/A,104
2021-09-22,AgeGroup_35-39,N/A,88
2021-09-22,AgeGroup_40-44,N/A,64
2021-09-22,AgeGroup_45-49,N/A,66
2021-09-22,AgeGroup_50-54,N/A,57
2021-09-22,AgeGroup_55-59,N/A,44
2021-09-22,AgeGroup_60-64,N/A,37
2021-09-22,AgeGroup_65-69,N/A,23
2021-09-22,AgeGroup_70+,N/A,58
2021-09-23,AgeGroup_0-19,N/A,323
2021-09-23,AgeGroup_20-24,N/A,87
2021-09-23,AgeGroup_25-29,N/A,72
2021-09-23,AgeGroup_30-34,N/A,94
2021-09-23,AgeGroup_35-39,N/A,77
2021-09-23,AgeGroup_40-44,N/A,78
2021-09-23,AgeGroup_45-49,N/A,53
2021-09-23,AgeGroup_50-54,N/A,62
2021-09-23,AgeGroup_55-59,N/A,43
2021-09-23,AgeGroup_60-64,N/A,24
2021-09-23,AgeGroup_65-69,N/A,22
2021-09-23,AgeGroup_70+,N/A,45
2021-09-24,AgeGroup_0-19,N/A,356
2021-09-24,AgeGroup_20-24,N/A,97
2021-09-24,AgeGroup_25-29,N/A,88
2021-09-24,AgeGroup_30-34,N/A,77
2021-09-24,AgeGroup_35-39,N/A,106
2021-09-24,AgeGroup_40-44,N/A,51
2021-09-24,AgeGroup_45-49,N/A,63
2021-09-24,AgeGroup_50-54,N/A,49
2021-09-24,AgeGroup_55-59,N/A,40
2021-09-24,AgeGroup_60-64,N/A,21
2021-09-24,AgeGroup_65-69,N/A,25
2021-09-24,AgeGroup_70+,N/A,55
2021-09-25,AgeGroup_0-19,N/A,290
2021-09-25,AgeGroup_20-24,N/A,80
2021-09-25,AgeGroup_25-29,N/A,95
2021-09-25,AgeGroup_30-34,N/A,86
2021-09-25,AgeGroup_35-39,N/A,52
2021-09-25,AgeGroup_40-44,N/A,55
2021-09-25,AgeGroup_45-49,N/A,49
2021-09-25,AgeGroup_50-54,N/A,52
2021-09-25,AgeGroup_55-59,N/A,45
2021-09-25,AgeGroup_60-64,N/A,22
2021-09-25,AgeGroup_65-69,N/A,27
2021-09-25,AgeGroup_70+,N/A,55
2021-09-26,AgeGroup_0-19,N/A,276
2021-09-26,AgeGroup_20-24,N/A,65
2021-09-26,AgeGroup_25-29,N/A,68
2021-09-26,AgeGroup_30-34,N/A,71
2021-09-26,AgeGroup_35-39,N/A,71
2021-09-26,AgeGroup_40-44,N/A,39
